STATION,NAME,DATE,AWND,FMTM,PGTM,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03,WV20
USW00014765,"PROVIDENCE, RI US",12/10/2017,7.38,,1023,33,39,30,280,300,16.1,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/11/2017,5.59,,750,35,40,31,270,260,14.1,17,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/12/2017,5.82,,2332,39,49,32,300,310,21,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/13/2017,18.57,,1416,28,34,20,280,260,31.1,45,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/14/2017,9.62,,2058,24,30,17,300,290,21,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/15/2017,3.36,,14,19,26,11,310,290,12.1,16.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/16/2017,10.07,,1003,26,33,19,260,260,21.9,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/17/2017,4.47,,1005,25,31,11,330,320,13,19,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/18/2017,2.01,,1819,29,38,24,110,110,8.9,10.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/19/2017,10.74,,2231,42,53,37,250,240,18.1,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/20/2017,11.41,,927,43,50,30,310,270,25.1,34,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/21/2017,5.59,,1205,32,39,24,360,360,15,18.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/22/2017,6.93,,957,29,33,26,350,40,12.1,14.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/23/2017,7.83,,1744,33,55,30,220,220,17,23.9,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/24/2017,10.51,,1104,40,43,32,10,360,18.1,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/25/2017,13.2,,842,35,37,28,290,280,29.1,40,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/26/2017,10.07,,1323,27,28,17,280,290,18.1,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/27/2017,6.93,,1201,18,24,12,320,270,15,19.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/28/2017,12.3,,1323,12,14,7,290,290,23.9,32,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/29/2017,7.16,,1412,9,18,5,290,290,17,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/30/2017,2.91,,1111,13,20,7,230,240,10.1,13,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",12/31/2017,10.07,,946,13,16,4,310,330,21,27.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/1/2018,11.41,,,6,14,1,310,330,19.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/2/2018,8.72,,,11,20,3,290,300,19.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/3/2018,5.37,,,20,31,12,280,270,15,19.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/4/2018,22.82,,,25,32,22,360,350,36.9,55,1,1,1,,,,,1,1,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/5/2018,21.03,,,18,24,7,270,290,35.1,45,,,,,,,,1,1,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/6/2018,16.11,,,8,13,3,280,310,29.1,40,,,,,,,,,1,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/7/2018,9.4,,,6,19,-3,310,320,19.9,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/8/2018,12.75,,,24,36,20,220,230,21.9,29.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/9/2018,11.18,,,35,42,29,300,280,23.9,31.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/10/2018,6.49,,,30,37,18,150,340,15,18.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/11/2018,5.82,,,38,51,27,210,210,13,16.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/12/2018,13.87,,,50,62,41,190,180,31.1,40,1,1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/13/2018,19.01,,,52,63,22,190,180,36.9,51,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/14/2018,12.75,,,22,26,16,360,360,18.1,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/15/2018,14.54,,,18,23,15,20,10,21.9,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/16/2018,5.82,,,26,36,20,150,150,13,14.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/17/2018,5.82,,,34,36,33,310,310,12.1,15,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/18/2018,9.17,,,29,34,20,350,350,16.1,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/19/2018,8.28,,,27,37,21,300,310,14.1,19,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/20/2018,10.29,,,38,51,27,260,260,23.9,30,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/21/2018,4.25,,,40,51,30,340,10,10.1,14.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/22/2018,3.8,,,37,40,33,40,40,13,15,1,1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/23/2018,10.07,,1337,44,57,38,190,190,32,48.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/24/2018,11.18,,949,40,44,25,270,280,23.9,32,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/25/2018,10.74,,1609,26,32,20,330,290,21.9,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/26/2018,6.71,,934,26,37,19,340,340,17,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/27/2018,13.65,,1415,36,53,23,230,220,29.1,38.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/28/2018,5.82,,0,49,52,40,210,220,23.9,33.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/29/2018,15.88,,2238,39,42,30,20,10,29.1,36,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/30/2018,13.42,,48,28,33,22,20,10,25.1,32,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",1/31/2018,8.05,,28,24,32,14,330,330,18.1,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/1/2018,9.17,,1045,35,45,30,210,210,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/2/2018,14.54,,1145,32,38,12,300,300,29.1,42.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/3/2018,8.5,,1420,18,29,10,230,230,16.1,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/4/2018,7.61,,1733,33,46,26,170,170,17,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/5/2018,12.3,,1011,41,46,23,290,300,25.9,35.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/6/2018,4.25,,1115,27,35,21,210,220,13,17,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/7/2018,6.93,,2002,29,51,22,230,220,21.9,34,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/8/2018,10.29,,102,33,35,24,310,330,23,31.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/9/2018,6.93,,1506,26,33,19,220,220,16.1,19.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/10/2018,6.49,,1153,40,54,29,220,210,19.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/11/2018,4.7,,2014,47,58,43,230,220,17,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/12/2018,11.18,,708,49,59,31,350,330,18.1,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/13/2018,8.72,,2,31,37,25,350,320,16.1,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/14/2018,6.71,,1428,36,52,28,250,290,21,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/15/2018,5.82,,1444,43,53,36,240,230,12.1,14.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/16/2018,9.4,,1756,48,56,36,310,310,25.9,38,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/17/2018,8.05,,1536,35,38,28,190,180,17,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/18/2018,8.5,,1044,37,44,29,350,350,23.9,30,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/19/2018,7.61,,1250,36,51,24,210,180,21,27.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/20/2018,11.63,,1007,54,66,48,240,260,19.9,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/21/2018,10.96,,1105,58,64,55,230,230,21.9,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/22/2018,10.96,,351,49,62,33,30,20,18.1,25.1,1,,,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/23/2018,7.38,,1933,36,43,32,150,160,14.1,19,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/24/2018,7.16,,1222,45,60,38,290,320,14.1,19,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/25/2018,10.51,,1142,42,44,39,360,100,16.1,25.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/26/2018,7.61,,1333,44,52,39,280,290,16.1,19.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/27/2018,7.61,,1133,44,55,32,290,50,16.1,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2/28/2018,10.29,,1422,47,59,38,200,200,21.9,27.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/1/2018,7.83,,,50,63,39,50,60,23,27.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/2/2018,31.09,,,43,45,35,20,40,47,65.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/3/2018,24.16,,,40,45,35,40,20,36,50.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/4/2018,14.54,,,41,45,35,20,10,30,36,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/5/2018,16.11,,,37,45,33,30,20,33.1,40,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/6/2018,10.29,,,37,42,30,70,30,18.1,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/7/2018,14.32,,,35,40,30,10,20,30,40.9,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/8/2018,12.53,,,35,40,33,360,360,30,38,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/9/2018,11.41,,,35,40,30,250,270,21.9,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/10/2018,14.99,,,36,44,32,280,290,25.9,35.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/11/2018,7.83,,,37,48,30,310,320,16.1,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/12/2018,11.18,,,37,46,29,50,50,23,31.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/13/2018,19.91,,,34,37,30,10,10,38,48.1,1,1,,,,,,,1,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/14/2018,14.32,,,33,40,28,230,230,25.1,32,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/15/2018,13.87,,,37,45,33,290,280,25.9,38,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/16/2018,15.21,,,35,41,27,310,290,25.9,36.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/17/2018,13.2,,,33,46,24,310,300,29.1,36,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/18/2018,11.18,,,27,37,18,320,300,21,34,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/19/2018,9.62,,,31,41,24,290,310,21,33.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/20/2018,7.61,,,33,43,24,40,20,15,21,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/21/2018,19.24,,,36,40,32,30,30,31.1,40,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/22/2018,13.42,,,38,46,33,10,20,28,38.9,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/23/2018,7.83,,,41,50,32,360,350,17,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/24/2018,7.16,,,42,51,35,360,40,14.1,19,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/25/2018,13.2,,,37,41,29,10,70,23.9,35.1,1,,,,,,,1,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/26/2018,12.08,,,36,45,28,30,40,25.9,32,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/27/2018,8.05,,,38,52,27,10,50,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/28/2018,5.37,,,44,53,39,150,160,14.1,16.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/29/2018,4.92,,,47,56,39,160,160,14.1,17,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/30/2018,9.62,,,54,64,46,230,220,18.1,25.9,1,1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",3/31/2018,12.75,,,48,57,38,340,320,21.9,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/1/2018,13.65,,,48,63,37,300,170,23,32,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/2/2018,5.59,,,38,43,31,360,10,14.1,18.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/3/2018,6.93,,,36,45,28,160,180,18.1,21.9,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/4/2018,11.86,,,46,57,39,280,280,28,38,1,1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/5/2018,16.78,,,40,44,27,290,310,28,42.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/6/2018,6.04,,,34,48,24,180,210,19.9,25.1,1,,,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/7/2018,9.4,,,43,49,36,310,320,21,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/8/2018,11.86,,,39,46,32,310,310,19.9,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/9/2018,8.72,,,37,49,28,280,290,18.1,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/10/2018,3.8,,,39,43,30,210,160,12.1,15,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/11/2018,6.04,,,38,50,27,150,140,21.9,25.9,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/12/2018,8.28,,,44,57,34,220,230,23.9,33.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/13/2018,7.83,,,54,65,44,230,240,23.9,35.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/14/2018,11.63,,,50,62,41,60,40,23,31.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/15/2018,17.9,,,39,41,34,50,60,25.1,33.1,1,,,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/16/2018,13.87,,,43,61,37,160,160,35.1,47,1,,1,,,,,1,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/17/2018,12.75,,,47,51,36,250,280,21,28,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/18/2018,11.18,,,42,54,33,300,310,21.9,29.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/19/2018,7.61,,,43,46,38,310,320,18.1,25.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/20/2018,13.42,,,43,55,34,360,300,21.9,32,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/21/2018,8.72,,,48,62,38,300,290,19.9,28,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/22/2018,5.82,,,51,63,36,160,160,21,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/23/2018,6.71,,,51,66,35,170,180,21.9,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/24/2018,8.28,,,50,62,35,150,160,23,29.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/25/2018,8.5,,,52,56,49,140,150,18.1,25.9,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/26/2018,10.74,,,58,70,52,260,260,21,28,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/27/2018,4.25,,,54,60,47,170,150,12.1,14.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/28/2018,8.28,,,57,73,48,160,160,19.9,23.9,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/29/2018,8.5,,,53,60,42,260,280,19.9,25.9,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",4/30/2018,8.28,,,46,52,40,270,260,17,19.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/1/2018,7.38,,,53,70,43,160,280,16.1,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/2/2018,11.86,,,71,89,59,200,200,28,33.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/3/2018,11.86,,,73,91,58,240,210,28,40,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/4/2018,10.51,,,71,82,60,230,220,25.1,33.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/5/2018,11.18,,,68,75,60,280,270,29.1,36.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/6/2018,6.93,,,60,63,52,30,30,14.1,17,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/7/2018,6.71,,,60,70,51,30,40,21,25.9,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/8/2018,6.04,,,59,70,47,170,160,16.1,19,1,1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/9/2018,5.14,,,58,71,47,150,150,16.1,19.9,1,1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/10/2018,9.17,,,59,73,53,200,200,23,33.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/11/2018,6.93,,,63,73,49,160,350,17,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/12/2018,6.49,,,52,54,48,50,50,13,16.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/13/2018,7.16,,,53,59,49,40,50,12.1,16.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/14/2018,7.83,,,56,67,51,150,150,21,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/15/2018,9.4,,,64,83,56,260,260,30,40,1,,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/16/2018,6.93,,,62,65,55,40,40,19.9,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/17/2018,2.91,,,59,67,55,160,150,12.1,13,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/18/2018,13.42,,,58,63,44,30,10,25.9,36,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/19/2018,6.71,,,51,59,44,40,60,12.1,19,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/20/2018,9.17,,,65,78,59,240,250,17,27.1,1,,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/21/2018,7.61,,,66,75,54,160,160,17,23,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/22/2018,5.14,,,60,69,53,200,170,14.1,18.1,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/23/2018,7.16,,,64,80,54,160,300,15,18.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/24/2018,10.51,,,65,77,51,170,170,21.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/25/2018,10.51,,,66,88,49,230,230,25.1,33.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/26/2018,9.84,,,77,91,67,40,40,18.1,23.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/27/2018,13.65,,,61,67,50,50,40,21,25.1,1,,,,,,,1,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/28/2018,7.61,,,56,66,51,20,20,15,19.9,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/29/2018,6.04,,,68,86,58,150,150,16.1,19.9,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/30/2018,6.71,,,68,78,57,170,180,17,19.9,1,,,,,,,1,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",5/31/2018,8.05,,,63,73,53,150,150,21,25.1,1,1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/1/2018,4.92,,,66,72,62,160,160,8.9,11,1,1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/2/2018,8.5,,,74,84,60,50,50,18.1,23,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/3/2018,11.41,,,62,66,50,60,90,19.9,25.1,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/4/2018,12.3,,,52,56,48,10,30,18.1,23,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/5/2018,6.49,,,58,72,51,220,220,21.9,29.1,1,,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/6/2018,7.38,,,59,67,52,160,180,17,19.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/7/2018,10.29,,,59,67,50,160,150,21.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/8/2018,6.49,,,64,81,53,200,200,17,19.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/9/2018,6.49,,,71,81,60,180,170,16.1,19.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/10/2018,7.16,,,67,72,57,170,170,14.1,17,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/11/2018,7.38,,,61,70,51,160,150,16.1,21.9,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/12/2018,12.3,,,62,75,49,210,220,25.9,32,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/13/2018,10.51,,,65,74,57,200,250,19.9,23,1,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/14/2018,12.3,,,73,83,64,310,290,23,34,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",6/15/2018,5.82,,,64,69,56,40,40,12.1,15,1,,,,,,,,,,,,,,,,,,,,,,
